schema_id,dataset,features,raw_features,nb_features,nb_raw_features,num_valid_tests,num_invalid_tests,size_valid_tests,size_invalid_tests,full_size,stripped_size
Github_medium---o65678.json,Github_medium,"['$ref', '@minmaxInteger', '@minmaxLength', 'additionalProperties', 'items', 'pattern']","['$schema', '_boolSchema', 'definitions', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",6,15,2,3,1610,2278,1466,1283
Github_medium---o65679.json,Github_medium,"['$ref', '@minmaxInteger', '@minmaxLength', 'additionalProperties', 'items', 'pattern']","['$schema', '_boolSchema', 'definitions', 'maxLength', 'maximum', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",6,15,2,3,822,1271,1491,1307
Github_medium---o65703.json,Github_medium,"['@minmaxLength', 'items']","['$schema', 'minLength', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:object', 'type:string']",2,9,2,3,1352,1307,705,705
Github_medium---o65706.json,Github_medium,"['@minmaxInteger', 'additionalProperties']","['_boolSchema', '_requiredEmpty', 'maximum', 'minimum', 'properties', 'required', 'type', 'type:integer', 'type:object']",2,9,2,4,220,460,831,489
Github_medium---o65710.json,Github_medium,"['$ref', '@minmaxInteger', 'enum', 'items', 'pattern']","['$schema', 'definitions', 'minimum', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:object', 'type:string']",5,13,2,11,1148,6006,976,857
Github_medium---o65751.json,Github_medium,"['@minmaxItems', 'items']","['minItems', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",2,7,1,6,543,3582,735,472
Github_medium---o65885.json,Github_medium,"['@minmaxItems', '@minmaxLength', 'additionalProperties', 'items']","['$schema', '_boolSchema', 'maxLength', 'minItems', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",4,10,2,8,694,3415,1011,561
Github_medium---o65914.json,Github_medium,"['$ref', '@minmaxItems', '@minmaxLength', '@siblingKeys', 'enum', 'items', 'oneOf', 'pattern']","['$schema', 'definitions', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",8,10,0,0,0,0,1114,1114
Github_medium---o65916.json,Github_medium,"['$ref', '@minmaxItems', '@minmaxLength', '@siblingKeys', 'enum', 'items', 'oneOf', 'pattern']","['$schema', 'definitions', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",8,11,2,5,910,1910,1292,1292
Github_medium---o65917.json,Github_medium,"['$ref', '@minmaxItems', '@minmaxLength', '@siblingKeys', 'enum', 'items', 'oneOf', 'pattern']","['$schema', 'definitions', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",8,11,2,4,1332,2265,1835,1835
Github_medium---o65937.json,Github_medium,"['@minmaxInteger', '@minmaxLength', 'enum', 'format', 'format:uri', 'items']","['$schema', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",6,11,0,0,0,0,556,556
Github_medium---o65942.json,Github_medium,"['$ref', '@minmaxInteger', '@minmaxLength', '@siblingKeys', 'allOf', 'enum', 'items', 'not', 'oneOf', 'pattern']","['$schema', 'definitions', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",10,11,0,0,0,0,1324,1324
Github_medium---o65945.json,Github_medium,"['$ref', '@minmaxInteger', '@minmaxItems', '@minmaxLength', '@siblingKeys', 'allOf', 'anyOf', 'enum', 'items', 'not', 'oneOf', 'pattern']","['$schema', 'definitions', 'maxItems', 'minItems', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",12,14,2,3,659,985,1750,1750
Github_medium---o65949.json,Github_medium,"['@minmaxInteger', '@minmaxLength', 'items']","['$schema', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:integer', 'type:null', 'type:object', 'type:string']",3,12,1,6,597,1766,702,702
Github_medium---o65960.json,Github_medium,"['@minmaxLength', 'additionalProperties']","['$schema', '_boolSchema', 'maxLength', 'minLength', 'properties', 'required', 'type', 'type:object', 'type:string']",2,9,1,1,95,94,859,514
Github_medium---o65965.json,Github_medium,['@minmaxLength'],"['$schema', 'maxLength', 'properties', 'required', 'type', 'type:object', 'type:string']",1,7,2,3,342,541,749,414
Github_medium---o66049.json,Github_medium,['@minmaxLength'],"['$schema', 'maxLength', 'properties', 'required', 'type', 'type:object', 'type:string']",1,7,1,2,140,361,1053,428
Github_medium---o66063.json,Github_medium,"['@minmaxLength', 'enum']","['$schema', 'maxLength', 'minLength', 'properties', 'type', 'type:object', 'type:string']",2,7,1,2,189,348,1377,518
Github_medium---o66069.json,Github_medium,"['$ref', '@siblingKeys', 'enum', 'oneOf', 'pattern']","['definitions', 'properties', 'required', 'type', 'type:object', 'type:string']",5,6,2,0,204,0,1723,1723
Github_medium---o66137.json,Github_medium,"['additionalProperties', 'items']","['$schema', '_boolSchema', 'id', 'properties', 'type', 'type:array', 'type:number', 'type:object', 'type:string']",2,9,0,0,0,0,757,564
Github_medium---o66139.json,Github_medium,['items'],"['$schema', 'id', 'properties', 'type', 'type:array', 'type:object', 'type:string']",1,7,2,0,3310,0,1208,724
Github_medium---o66149.json,Github_medium,[],"['$schema', 'id', 'properties', 'type', 'type:object', 'type:string']",0,6,2,0,2074,0,633,356
Github_medium---o66151.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",1,7,2,1,2483,1200,757,410
Github_medium---o66152.json,Github_medium,['enum'],"['$schema', 'id', 'properties', 'type', 'type:number', 'type:object', 'type:string']",1,7,2,0,3722,0,1551,1172
Github_medium---o66153.json,Github_medium,"['enum', 'items', 'pattern']","['$schema', 'properties', 'type', 'type:array', 'type:number', 'type:object', 'type:string']",3,7,0,0,0,0,864,673
Github_medium---o66154.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",1,7,0,0,0,0,569,284
Github_medium---o66158.json,Github_medium,"['additionalProperties', 'enum', 'items']","['$schema', '_boolSchema', 'id', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,9,0,0,0,0,797,535
Github_medium---o66186.json,Github_medium,['items'],"['$schema', 'properties', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",1,7,2,0,1728,0,530,325
Github_medium---o66330.json,Github_medium,"['@minmaxItems', 'additionalProperties', 'items']","['_boolSchema', 'maxItems', 'properties', 'type', 'type:array', 'type:object', 'type:string']",3,7,2,5,1218,3419,1252,568
Github_medium---o66606.json,Github_medium,"['$ref', '@minmaxLength', '@siblingKeys', 'additionalProperties', 'items', 'oneOf']","['$schema', '_boolSchema', 'definitions', 'minLength', 'oneOf:trivial', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:null', 'type:object', 'type:string']",6,13,2,3,597,678,796,770
Github_medium---o66610.json,Github_medium,['items'],"['id', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",1,7,2,2,3264,3030,1077,1077
Github_medium---o66639.json,Github_medium,"['additionalItems', 'enum', 'items']","['_boolSchema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",3,9,2,2,1954,1424,1572,1466
Github_medium---o66687.json,Github_medium,['items'],"['$schema', 'properties', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",1,7,2,2,1887,1897,889,889
Github_medium---o66688.json,Github_medium,['items'],"['$schema', 'properties', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",1,8,2,2,2929,2935,1440,1440
Github_medium---o66694.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",1,7,1,3,473,1409,1000,1000
Github_medium---o67022.json,Github_medium,[],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",0,7,2,0,7175,0,1881,660
Github_medium---o67023.json,Github_medium,[],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",0,7,2,0,3764,0,2063,724
Github_medium---o67024.json,Github_medium,[],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",0,7,2,1,1329,678,2780,856
Github_medium---o67025.json,Github_medium,[],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",0,7,2,1,1151,548,2141,764
Github_medium---o67027.json,Github_medium,"['additionalProperties', 'enum', 'items']","['_boolSchema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,7,2,3,1603,10813,960,960
Github_medium---o67058.json,Github_medium,"['additionalProperties', 'enum']","['$schema', '_boolSchema', 'id', 'properties', 'required', 'type', 'type:object', 'type:string']",2,8,2,2,578,355,621,605
Github_medium---o67146.json,Github_medium,[],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",0,8,2,3,2152,2867,1193,532
Github_medium---o67274.json,Github_medium,"['@minmaxItems', 'additionalProperties', 'items']","['$schema', '_boolSchema', 'minItems', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,9,2,3,1048,1132,1333,624
Github_medium---o67288.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",1,7,2,1,582,291,550,550
Github_medium---o67351.json,Github_medium,"['enum', 'format', 'format:tabs', 'items']","['id', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",4,7,1,4,269,1085,1083,424
Github_medium---o67369.json,Github_medium,"['format', 'format:checkbox', 'format:code', 'format:tabs', 'items']","['$schema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",5,9,2,1,1161,578,1975,817
Github_medium---o67371.json,Github_medium,"['$ref', '@minmaxInteger', '@minmaxItems', '@siblingKeys', 'additionalProperties', 'anyOf', 'enum', 'format', 'format:host-name', 'format:ipv4', 'format:ipv6', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'definitions', 'maximum', 'minItems', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",15,14,1,8,540,4558,1657,1595
Github_medium---o674.json,Github_medium,"['$ref', 'additionalProperties', 'additionalProperties:object', 'format', 'format:int32']","['$schema', '_boolSchema', 'definitions', 'properties', 'type', 'type:[]', 'type:integer', 'type:null', 'type:object', 'type:string']",5,10,2,8,925,3841,942,923
Github_medium---o67449.json,Github_medium,"['$ref', '@siblingKeys', 'allOf', 'items']","['$schema', 'definitions', 'properties', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",4,8,2,3,714,986,2711,961
Github_medium---o67465.json,Github_medium,"['$ref', '@minmaxItems', '@minmaxProperties', 'additionalProperties', 'additionalProperties:object', 'anyOf', 'items', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'definitions', 'minItems', 'minProperties', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",9,11,2,5,773,1914,1964,1600
Github_medium---o67500.json,Github_medium,"['additionalProperties', 'items']","['_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",2,8,1,3,100,375,1115,471
Github_medium---o67549.json,Github_medium,"['items', 'oneOf']","['$schema', 'id', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",2,10,2,1,1309,641,3078,1135
Github_medium---o67597.json,Github_medium,[],"['$schema', 'id', 'properties', 'type', 'type:array', 'type:object', 'type:string']",0,7,1,1,203,185,1001,322
Github_medium---o67599.json,Github_medium,['oneOf'],"['$schema', 'id', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",1,10,2,1,465,247,1448,476
Github_medium---o6766.json,Github_medium,"['@minmaxLength', 'additionalProperties', 'enum', 'items']","['$schema', '_boolSchema', 'id', 'maxLength', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:number', 'type:object', 'type:string']",4,12,2,2,1885,2102,1488,1359
Github_medium---o67665.json,Github_medium,['enum'],"['$schema', 'properties', 'required', 'type', 'type:boolean', 'type:number', 'type:object', 'type:string']",1,8,1,3,266,772,1329,605
Github_medium---o67666.json,Github_medium,"['enum', 'items']","['$schema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:number', 'type:object', 'type:string']",2,9,2,3,1774,4777,1945,720
Github_medium---o6767.json,Github_medium,"['additionalProperties', 'items']","['$schema', '_boolSchema', 'id', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:number', 'type:object', 'type:string']",2,11,2,5,1452,3777,1588,1019
Github_medium---o67670.json,Github_medium,"['enum', 'format', 'format:html-selector', 'format:path']","['_requiredEmpty', 'properties', 'required', 'type', 'type:boolean', 'type:object', 'type:string']",4,7,1,1,316,322,1822,621
Github_medium---o67675.json,Github_medium,['enum'],"['properties', 'type', 'type:boolean', 'type:object', 'type:string']",1,5,1,2,100,226,898,252
Github_medium---o6768.json,Github_medium,"['@siblingKeys', 'additionalProperties', 'items', 'oneOf']","['$schema', '_boolSchema', 'id', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:number', 'type:object', 'type:string']",4,11,2,2,1015,1081,1838,1728
Github_medium---o6769.json,Github_medium,"['@minmaxLength', 'additionalProperties', 'enum', 'items']","['$schema', '_boolSchema', 'id', 'maxLength', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:number', 'type:object', 'type:string']",4,12,2,3,2022,3554,1700,1421
Github_medium---o6770.json,Github_medium,"['additionalProperties', 'items']","['$schema', '_boolSchema', 'id', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:number', 'type:object', 'type:string']",2,11,2,3,491,826,1751,1636
Github_medium---o68277.json,Github_medium,"['@minmaxInteger', '@minmaxItems', '@minmaxProperties', 'additionalItems', 'additionalProperties', 'additionalProperties:object', 'items', 'pattern']","['$schema', '_boolSchema', 'maximum', 'minItems', 'minProperties', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",8,14,2,5,657,1427,1659,556
Github_medium---o68294.json,Github_medium,"['@minmaxItems', '@siblingKeys', 'enum', 'items', 'not', 'oneOf']","['$schema', 'minItems', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:number', 'type:object', 'type:string']",6,11,0,0,0,0,1969,975
Github_medium---o683.json,Github_medium,"['$ref', '@siblingKeys', 'oneOf']","['$schema', 'definitions', 'properties', 'required', 'type', 'type:integer', 'type:object', 'type:string']",3,8,0,0,0,0,2143,1227
Github_medium---o68301.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:number', 'type:object', 'type:string']",1,9,2,2,392,400,1184,467
Github_medium---o68326.json,Github_medium,"['@minmaxItems', 'items']","['$schema', 'minItems', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",2,9,2,5,389,744,1040,491
Github_medium---o68398.json,Github_medium,"['@minmaxLength', 'pattern']","['$schema', 'maxLength', 'properties', 'required', 'type', 'type:boolean', 'type:object', 'type:string']",2,8,1,3,318,1072,1963,682
Github_medium---o68435.json,Github_medium,"['format', 'format:date-time']","['properties', 'type', 'type:object', 'type:string']",2,4,2,0,1252,0,921,714
Github_medium---o68444.json,Github_medium,"['$ref', '@minmaxItems', '@minmaxLength', '@siblingKeys', 'additionalItems', 'additionalProperties', 'items']","['$schema', '_boolSchema', 'allOf:trivial', 'definitions', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:null', 'type:object', 'type:string']",7,14,0,0,0,0,1066,711
Github_medium---o68447.json,Github_medium,"['$ref', '@minmaxLength', 'additionalProperties', 'enum', 'multipleOf', 'multipleOf:1', 'pattern']","['$schema', '_boolSchema', 'definitions', 'maxLength', 'minLength', 'properties', 'required', 'type', 'type:[]', 'type:integer', 'type:null', 'type:object', 'type:string']",7,13,0,0,0,0,1940,1248
Github_medium---o68597.json,Github_medium,"['@minmaxItems', '@minmaxLength', 'enum', 'items']","['$schema', 'maxLength', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",4,10,1,5,606,1371,1004,835
Github_medium---o68600.json,Github_medium,"['@minmaxItems', '@minmaxLength', 'enum', 'items']","['$schema', 'maxLength', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",4,10,1,6,859,2279,1122,964
Github_medium---o68601.json,Github_medium,"['@minmaxInteger', '@minmaxItems', '@minmaxLength', 'enum', 'items']","['$schema', 'maxLength', 'minItems', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",5,12,1,9,362,3072,1064,923
Github_medium---o68602.json,Github_medium,"['@minmaxLength', 'enum', 'items']","['$schema', 'maxLength', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,9,1,4,614,1083,904,789
Github_medium---o68603.json,Github_medium,"['@minmaxLength', 'enum', 'items']","['$schema', 'maxLength', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,9,1,5,452,1075,833,702
Github_medium---o68630.json,Github_medium,"['additionalProperties', 'items', 'patternProperties']","['_boolSchema', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:object', 'type:string']",3,10,0,0,0,0,1094,1094
Github_medium---o68694.json,Github_medium,"['$ref', '@minmaxItems', 'additionalProperties', 'items', 'oneOf', 'pattern', 'patternProperties']","['$schema', '_boolSchema', 'definitions', 'minItems', 'properties', 'type', 'type:array', 'type:integer', 'type:null', 'type:object', 'type:string']",7,11,2,2,759,760,2357,1060
Github_medium---o68724.json,Github_medium,"['additionalProperties', 'additionalProperties:object', 'items']","['$schema', '_boolSchema', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",3,9,2,1,1971,1043,1094,459
Github_medium---o68725.json,Github_medium,"['additionalProperties', 'items']","['$schema', '_boolSchema', '_requiredEmpty', 'properties', 'required', 'type', 'type:array', 'type:number', 'type:object', 'type:string']",2,10,0,0,0,0,2011,649
Github_medium---o68806.json,Github_medium,"['$ref', 'additionalProperties', 'items', 'oneOf']","['_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",4,12,2,2,999,1051,1485,871
Github_medium---o68822.json,Github_medium,"['$ref', '@minmaxItems', 'items']","['definitions', 'maxItems', 'minItems', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:integer', 'type:null', 'type:number', 'type:object', 'type:string']",3,14,1,6,935,5548,1914,1256
Github_medium---o69074.json,Github_medium,"['@minmaxItems', 'anyOf', 'items']","['$schema', 'minItems', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:null', 'type:object', 'type:string']",3,10,2,5,1399,3221,3109,1416
Github_medium---o69099.json,Github_medium,"['@minmaxLength', 'additionalProperties', 'items', 'pattern']","['_boolSchema', 'definitions', 'id', 'maxLength', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:number', 'type:object', 'type:string']",4,12,1,5,525,896,1730,960
Github_medium---o69100.json,Github_medium,"['@minmaxLength', 'items']","['definitions', 'id', 'maxLength', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:null', 'type:object', 'type:string']",2,11,1,4,351,668,1582,823
Github_medium---o69138.json,Github_medium,"['@minmaxLength', 'enum', 'format', 'format:date-time', 'items']","['$schema', 'maxLength', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",5,9,2,6,692,2017,678,647
Github_medium---o69158.json,Github_medium,"['@minmaxInteger', 'enum', 'pattern']","['minimum', 'properties', 'required', 'type', 'type:boolean', 'type:integer', 'type:object', 'type:string']",3,8,2,8,499,2007,875,526
Github_medium---o69161.json,Github_medium,"['additionalProperties', 'items', 'patternProperties']","['$schema', '_boolSchema', 'properties', 'type', 'type:array', 'type:object', 'type:string']",3,7,2,1,585,343,586,544
Github_medium---o69202.json,Github_medium,"['$ref', 'format', 'format:uuid', 'pattern']","['$schema', 'definitions', 'id', 'properties', 'required', 'type', 'type:[]', 'type:object', 'type:string']",4,9,1,0,66,0,2249,461
Github_medium---o69204.json,Github_medium,['items'],"['properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",1,6,1,2,211,379,498,341
Github_medium---o69248.json,Github_medium,"['$ref', '@minmaxItems', '@minmaxLength', '@siblingKeys', 'additionalItems', 'additionalProperties', 'allOf', 'anyOf', 'enum', 'format', 'format:uri', 'items', 'not', 'oneOf']","['$schema', '_boolSchema', 'allOf:trivial', 'definitions', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:null', 'type:number', 'type:object', 'type:string']",14,14,2,0,706,0,10304,3514
Github_medium---o69319.json,Github_medium,"['$ref', '@minmaxInteger', '@minmaxItems', 'format', 'format:date-time', 'items']","['$schema', 'definitions', 'minItems', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:number', 'type:object', 'type:string']",6,13,2,9,348,1418,843,457
Github_medium---o69469.json,Github_medium,"['format', 'format:date-time']","['$schema', 'properties', 'type', 'type:[]', 'type:integer', 'type:null', 'type:object', 'type:string']",2,8,1,5,143,717,735,348
Github_medium---o69522.json,Github_medium,['enum'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:number', 'type:object', 'type:string']",1,8,2,2,514,474,576,576
Github_medium---o69599.json,Github_medium,"['@minmaxInteger', 'additionalProperties', 'items']","['$schema', '_boolSchema', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",3,10,1,2,204,437,1051,465
Github_medium---o69631.json,Github_medium,"['additionalProperties', 'format', 'format:uri']","['_boolSchema', 'properties', 'required', 'type', 'type:integer', 'type:object', 'type:string']",3,7,2,2,669,414,1276,384
Github_medium---o69729.json,Github_medium,"['$ref', 'enum', 'items']","['properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",3,7,2,1,923,462,744,677
Github_medium---o69733.json,Github_medium,['items'],"['$schema', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",1,8,2,3,1331,1914,936,936
Github_medium---o69741.json,Github_medium,['$ref'],"['properties', 'required', 'type', 'type:null', 'type:object', 'type:string']",1,6,1,0,1811,0,1881,1753
Github_medium---o69742.json,Github_medium,"['$ref', '@siblingKeys', 'anyOf']","['properties', 'required', 'type', 'type:null', 'type:object', 'type:string']",3,6,2,3,1368,1822,1412,1284
Github_medium---o69744.json,Github_medium,"['$ref', '@siblingKeys', 'anyOf', 'enum', 'items']","['properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",5,6,2,2,367,358,1002,874
Github_medium---o69749.json,Github_medium,"['$ref', '@siblingKeys', 'anyOf', 'enum']","['$schema', 'definitions', 'properties', 'required', 'type', 'type:object', 'type:string']",4,7,1,0,48,0,1336,1127
Github_medium---o69752.json,Github_medium,['$ref'],"['properties', 'required', 'type', 'type:boolean', 'type:null', 'type:object']",1,6,2,2,545,509,1026,898
Github_medium---o69757.json,Github_medium,"['$ref', '@siblingKeys', 'anyOf']","['$schema', 'properties', 'required', 'type', 'type:object']",3,5,0,0,0,0,1688,1560
Github_medium---o69760.json,Github_medium,['enum'],"['properties', 'required', 'type', 'type:integer', 'type:null', 'type:object', 'type:string']",1,7,2,0,15204,0,966,815
Github_medium---o69763.json,Github_medium,"['$ref', '@siblingKeys', 'anyOf', 'enum', 'items']","['properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",5,6,2,0,476,0,1052,900
Github_medium---o69837.json,Github_medium,"['enum', 'items']","['$schema', 'id', 'properties', 'required', 'type', 'type:array', 'type:number', 'type:object', 'type:string']",2,9,2,3,2674,2947,1814,1382
Github_medium---o69850.json,Github_medium,"['enum', 'format', 'format:int64', 'items']","['properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",4,7,2,1,426,199,709,491
Github_medium---o69885.json,Github_medium,"['$ref', 'format', 'format:uri', 'items']","['$schema', 'definitions', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",4,12,2,3,2052,2993,2092,1002
Github_medium---o69887.json,Github_medium,"['@minmaxItems', '@minmaxLength', 'items']","['$schema', '_requiredEmpty', 'minItems', 'minLength', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,10,2,2,358,213,528,491
Github_medium---o69908.json,Github_medium,"['$ref', 'additionalProperties', 'items']","['$schema', '_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:array', 'type:object', 'type:string']",3,9,2,3,561,999,616,545
Github_medium---o69910.json,Github_medium,"['$ref', '@siblingKeys', 'additionalProperties', 'anyOf', 'format', 'format:email', 'items']","['_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:integer', 'type:object', 'type:string']",7,10,2,7,765,2595,669,557
Github_medium---o69913.json,Github_medium,"['$ref', 'additionalProperties', 'dependencies', 'items']","['_boolSchema', 'definitions', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",4,9,2,1,1196,619,1608,831
Github_medium---o69915.json,Github_medium,"['@siblingKeys', 'additionalProperties', 'anyOf']","['_boolSchema', 'properties', 'required', 'type', 'type:integer', 'type:null', 'type:object', 'type:string']",3,8,1,4,76,334,771,530
Github_medium---o69957.json,Github_medium,"['$ref', '@minmaxInteger', 'enum', 'items']","['$schema', 'definitions', 'minimum', 'properties', 'required', 'type', 'type:array', 'type:integer', 'type:object', 'type:string']",4,10,1,4,790,1506,1679,766
Github_medium---o69968.json,Github_medium,"['@minmaxLength', 'additionalProperties', 'enum']","['$schema', '_boolSchema', 'minLength', 'properties', 'required', 'type', 'type:object', 'type:string']",3,8,2,5,506,1141,1477,463
Github_medium---o69971.json,Github_medium,"['additionalProperties', 'enum', 'format', 'format:date-time', 'pattern']","['$schema', '_boolSchema', 'properties', 'required', 'type', 'type:integer', 'type:object', 'type:string']",5,8,2,2,1251,1249,2162,1118
Github_medium---o69974.json,Github_medium,"['@minmaxLength', 'additionalProperties', 'pattern']","['$schema', '_boolSchema', 'minLength', 'properties', 'required', 'type', 'type:object', 'type:string']",3,8,2,6,435,1187,1239,504
Github_medium---o69975.json,Github_medium,"['@minmaxInteger', '@minmaxLength', 'additionalProperties', 'pattern']","['$schema', '_boolSchema', 'minLength', 'minimum', 'properties', 'required', 'type', 'type:number', 'type:object', 'type:string']",4,10,2,11,485,2474,1472,496
Github_medium---o69991.json,Github_medium,"['$ref', '@siblingKeys', 'additionalItems', 'additionalItems:object', 'additionalProperties', 'additionalProperties:object', 'allOf', 'anyOf', 'enum', 'format', 'format:date-time', 'format:uri']","['$schema', '_boolSchema', 'anyOf:trivial', 'definitions', 'properties', 'required', 'type', 'type:[]', 'type:array', 'type:boolean', 'type:null', 'type:number', 'type:object', 'type:string']",12,14,0,0,0,0,2850,1462
Github_medium---o70011.json,Github_medium,"['$ref', '@minmaxItems', '@minmaxProperties', 'additionalProperties', 'additionalProperties:object', 'enum', 'items']","['$schema', 'definitions', 'minItems', 'minProperties', 'properties', 'required', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",7,11,0,0,0,0,682,664
Github_medium---o70016.json,Github_medium,"['additionalProperties', 'enum', 'items', 'oneOf']","['$schema', '_boolSchema', 'properties', 'type', 'type:array', 'type:boolean', 'type:object', 'type:string']",4,8,2,1,915,483,1269,784
